"Collection.Year","ST.Achtman.7.Gene.MLST.","Assembly.barcode.Assembly.stats.","blaTEM-1B_1","blaCTX-M-15_1","ST_20","ST_100"
2016,145,"ESC_EB9266AA_AS",0,0,"145","145"
2016,152,"ESC_EB3524AA_AS",0,0,"152","152"
2016,152,"ESC_EB3525AA_AS",0,0,"152","152"
2015,245,"ESC_EB9267AA_AS",1,0,"245","245"
2016,21,"ESC_JA4129AA_AS",0,0,"21","21"
2016,21,"ESC_JA4128AA_AS",0,0,"21","21"
2016,675,"ESC_JA4127AA_AS",0,0,"675","675"
2015,11,"ESC_JA4126AA_AS",0,0,"11","11"
2016,25,"ESC_JA4125AA_AS",0,0,"25","25"
2015,11,"ESC_JA4124AA_AS",0,0,"11","11"
2016,11,"ESC_JA4123AA_AS",0,0,"11","11"
2016,69,"ESC_JA4122AA_AS",0,0,"69","69"
2016,11,"ESC_JA4121AA_AS",0,0,"11","11"
2016,11,"ESC_JA4120AA_AS",0,0,"11","11"
2016,11,"ESC_JA4119AA_AS",0,0,"11","11"
2016,1490,"ESC_JA4118AA_AS",0,0,"Other","Other"
2015,11,"ESC_JA4117AA_AS",0,0,"11","11"
2016,11,"ESC_JA4116AA_AS",0,0,"11","11"
2016,11,"ESC_JA4115AA_AS",0,0,"11","11"
2016,11,"ESC_JA4114AA_AS",0,0,"11","11"
2016,301,"ESC_JA4113AA_AS",1,0,"Other","301"
2016,48,"ESC_JA4112AA_AS",0,0,"Other","48"
2016,11,"ESC_JA4111AA_AS",0,0,"11","11"
2016,11,"ESC_JA4110AA_AS",0,0,"11","11"
2015,11,"ESC_JA4109AA_AS",0,0,"11","11"
2015,11,"ESC_JA4108AA_AS",0,0,"11","11"
2016,11,"ESC_JA4107AA_AS",0,0,"11","11"
2016,11,"ESC_JA4106AA_AS",0,0,"11","11"
2016,11,"ESC_JA4105AA_AS",0,0,"11","11"
2016,442,"ESC_JA4104AA_AS",0,0,"442","442"
2016,11,"ESC_JA4103AA_AS",0,0,"11","11"
2016,11,"ESC_JA4102AA_AS",0,0,"11","11"
2016,38,"ESC_JA4100AA_AS",1,0,"Other","38"
2016,11,"ESC_JA4099AA_AS",0,0,"11","11"
2016,11,"ESC_JA4098AA_AS",0,0,"11","11"
2015,1303,"ESC_JA4097AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA4096AA_AS",0,0,"11","11"
2016,11,"ESC_JA4095AA_AS",0,0,"11","11"
2016,11,"ESC_JA4094AA_AS",0,0,"11","11"
2015,602,"ESC_JA4093AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA4092AA_AS",0,0,"11","11"
2016,21,"ESC_JA4091AA_AS",0,0,"21","21"
2016,11,"ESC_JA4090AA_AS",0,0,"11","11"
2016,11,"ESC_JA4089AA_AS",1,0,"11","11"
2015,11,"ESC_JA4088AA_AS",0,0,"11","11"
2016,11,"ESC_JA4087AA_AS",0,0,"11","11"
2016,11,"ESC_JA4086AA_AS",0,0,"11","11"
2016,11,"ESC_JA4085AA_AS",0,0,"11","11"
2015,4151,"ESC_JA4084AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA4083AA_AS",0,0,"11","11"
2016,278,"ESC_JA4082AA_AS",0,0,"Other","278"
2009,6,"ESC_JA4081AA_AS",0,0,"Other","6"
2016,11,"ESC_JA4080AA_AS",0,0,"11","11"
2015,11,"ESC_JA4079AA_AS",1,0,"11","11"
2015,11,"ESC_JA4078AA_AS",0,0,"11","11"
2016,11,"ESC_JA4076AA_AS",0,0,"11","11"
2015,10,"ESC_JA4075AA_AS",0,0,"10","10"
2016,11,"ESC_JA4074AA_AS",0,0,"11","11"
2016,11,"ESC_JA4073AA_AS",1,0,"11","11"
2016,130,"ESC_JA4072AA_AS",1,0,"Other","Other"
2016,10,"ESC_JA4071AA_AS",0,0,"10","10"
2016,1817,"ESC_JA4070AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA4069AA_AS",0,0,"11","11"
2016,11,"ESC_JA4068AA_AS",0,0,"11","11"
2015,10,"ESC_JA4067AA_AS",0,0,"10","10"
2016,661,"ESC_JA4066AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA4065AA_AS",1,0,"11","11"
2016,11,"ESC_JA4064AA_AS",0,0,"11","11"
2015,11,"ESC_JA4063AA_AS",0,0,"11","11"
2016,11,"ESC_JA4062AA_AS",0,0,"11","11"
2016,21,"ESC_JA4061AA_AS",0,0,"21","21"
2016,442,"ESC_JA4060AA_AS",0,0,"442","442"
2016,442,"ESC_JA4059AA_AS",0,0,"442","442"
2016,4748,"ESC_JA4058AA_AS",0,0,"Other","4748"
2014,11,"ESC_JA4057AA_AS",0,0,"11","11"
2016,4606,"ESC_JA4056AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA4055AA_AS",0,0,"11","11"
2016,11,"ESC_JA4054AA_AS",0,0,"11","11"
2016,602,"ESC_JA4053AA_AS",0,0,"Other","Other"
2015,335,"ESC_JA4052AA_AS",0,0,"Other","335"
2009,11,"ESC_JA4051AA_AS",0,0,"11","11"
2016,38,"ESC_JA4050AA_AS",1,1,"Other","38"
2008,11,"ESC_JA4049AA_AS",0,0,"11","11"
2015,11,"ESC_JA4048AA_AS",0,0,"11","11"
2016,34,"ESC_JA4047AA_AS",1,0,"34","34"
2016,11,"ESC_JA4046AA_AS",0,0,"11","11"
2016,11,"ESC_JA4045AA_AS",0,0,"11","11"
2016,11,"ESC_JA4044AA_AS",0,0,"11","11"
2016,59,"ESC_JA4043AA_AS",0,0,"Other","59"
2016,11,"ESC_JA4042AA_AS",0,0,"11","11"
2016,405,"ESC_JA4041AA_AS",0,0,"Other","405"
2016,11,"ESC_JA4040AA_AS",0,0,"11","11"
2016,11,"ESC_JA4039AA_AS",0,0,"11","11"
2016,11,"ESC_JA4037AA_AS",0,0,"11","11"
2013,11,"ESC_JA4036AA_AS",0,0,"11","11"
2016,11,"ESC_JA4035AA_AS",0,0,"11","11"
2016,11,"ESC_JA4034AA_AS",0,0,"11","11"
2016,11,"ESC_JA4033AA_AS",1,0,"11","11"
2013,11,"ESC_JA4032AA_AS",0,0,"11","11"
2016,327,"ESC_JA4031AA_AS",0,0,"Other","327"
2016,11,"ESC_JA4030AA_AS",0,0,"11","11"
2016,11,"ESC_JA4029AA_AS",1,0,"11","11"
2015,11,"ESC_JA4028AA_AS",0,0,"11","11"
2016,40,"ESC_JA4027AA_AS",0,0,"40","40"
2016,11,"ESC_JA4026AA_AS",0,0,"11","11"
2016,11,"ESC_JA4025AA_AS",0,0,"11","11"
2016,11,"ESC_JA4024AA_AS",0,0,"11","11"
2016,11,"ESC_JA4022AA_AS",0,0,"11","11"
2016,73,"ESC_JA4021AA_AS",0,0,"73","73"
2015,11,"ESC_JA4020AA_AS",0,0,"11","11"
2015,21,"ESC_JA4019AA_AS",0,0,"21","21"
2016,11,"ESC_JA4017AA_AS",0,0,"11","11"
2016,342,"ESC_JA4016AA_AS",0,0,"Other","342"
2016,11,"ESC_JA4014AA_AS",0,0,"11","11"
2016,394,"ESC_JA4013AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA4012AA_AS",0,0,"11","11"
2016,23,"ESC_JA4011AA_AS",0,0,"Other","23"
2016,95,"ESC_JA4010AA_AS",0,0,"95","95"
2016,11,"ESC_JA4008AA_AS",0,0,"11","11"
2016,11,"ESC_JA4007AA_AS",0,0,"11","11"
2016,14,"ESC_JA4006AA_AS",1,0,"Other","Other"
2016,11,"ESC_JA4005AA_AS",0,0,"11","11"
2016,11,"ESC_JA4004AA_AS",0,0,"11","11"
2016,11,"ESC_JA4003AA_AS",0,0,"11","11"
2017,335,"ESC_JA4002AA_AS",0,0,"Other","335"
2016,11,"ESC_JA4001AA_AS",0,0,"11","11"
2015,11,"ESC_JA4000AA_AS",0,0,"11","11"
2016,13,"ESC_JA3999AA_AS",0,0,"Other","13"
2015,11,"ESC_JA3998AA_AS",0,0,"11","11"
2016,59,"ESC_JA3997AA_AS",0,0,"Other","59"
2016,10,"ESC_JA3996AA_AS",0,0,"10","10"
2016,6957,"ESC_JA3995AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3994AA_AS",0,0,"11","11"
2016,17,"ESC_JA3993AA_AS",0,0,"17","17"
2016,11,"ESC_JA3992AA_AS",0,0,"11","11"
2013,11,"ESC_JA3991AA_AS",1,1,"11","11"
2016,11,"ESC_JA3990AA_AS",0,0,"11","11"
2010,11,"ESC_JA3989AA_AS",0,0,"11","11"
2016,11,"ESC_JA3988AA_AS",0,0,"11","11"
2015,5777,"ESC_JA3987AA_AS",0,0,"Other","Other"
2015,675,"ESC_JA3986AA_AS",0,0,"675","675"
2016,11,"ESC_JA3985AA_AS",0,0,"11","11"
2015,11,"ESC_JA3984AA_AS",0,0,"11","11"
2016,21,"ESC_JA3983AA_AS",0,0,"21","21"
2016,11,"ESC_JA3982AA_AS",0,0,"11","11"
2016,11,"ESC_JA3981AA_AS",0,0,"11","11"
2010,5282,"ESC_JA3980AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3979AA_AS",1,0,"11","11"
2015,1804,"ESC_JA3978AA_AS",0,0,"Other","1804"
2016,11,"ESC_JA3977AA_AS",0,0,"11","11"
2016,32,"ESC_JA3976AA_AS",0,0,"32","32"
2016,6956,"ESC_JA3975AA_AS",0,0,"Other","Other"
2016,453,"ESC_JA3974AA_AS",1,0,"Other","Other"
2015,442,"ESC_JA3973AA_AS",0,0,"442","442"
2015,383,"ESC_JA3972AA_AS",1,0,"Other","Other"
2016,11,"ESC_JA3971AA_AS",0,0,"11","11"
2016,1491,"ESC_JA3970AA_AS",0,0,"Other","Other"
2015,11,"ESC_JA3969AA_AS",0,0,"11","11"
2016,11,"ESC_JA3968AA_AS",0,0,"11","11"
2016,11,"ESC_JA3967AA_AS",0,0,"11","11"
2009,11,"ESC_JA3966AA_AS",0,0,"11","11"
2016,11,"ESC_JA3965AA_AS",0,0,"11","11"
2007,6956,"ESC_JA3964AA_AS",0,0,"Other","Other"
2015,399,"ESC_JA3963AA_AS",0,0,"Other","399"
2016,11,"ESC_JA3962AA_AS",0,0,"11","11"
2016,11,"ESC_JA3961AA_AS",0,0,"11","11"
2015,11,"ESC_JA3960AA_AS",0,0,"11","11"
2008,11,"ESC_JA3959AA_AS",0,0,"11","11"
2016,11,"ESC_JA3957AA_AS",0,0,"11","11"
2016,11,"ESC_JA3956AA_AS",0,0,"11","11"
2016,311,"ESC_EB9273AA_AS",0,1,"Other","Other"
2015,11,"ESC_JA3954AA_AS",0,0,"11","11"
2015,11,"ESC_JA3953AA_AS",1,0,"11","11"
2016,11,"ESC_JA3952AA_AS",0,0,"11","11"
2016,11,"ESC_JA3951AA_AS",0,0,"11","11"
2016,6954,"ESC_JA3950AA_AS",0,0,"Other","Other"
2015,381,"ESC_JA3949AA_AS",0,0,"Other","381"
2015,95,"ESC_JA3948AA_AS",0,0,"95","95"
2016,10,"ESC_JA3947AA_AS",0,0,"10","10"
2016,11,"ESC_JA3946AA_AS",0,0,"11","11"
2016,11,"ESC_JA3945AA_AS",0,0,"11","11"
2016,11,"ESC_JA3944AA_AS",0,0,"11","11"
2016,11,"ESC_JA3942AA_AS",0,0,"11","11"
2015,1041,"ESC_JA3941AA_AS",0,0,"Other","Other"
2015,6318,"ESC_JA3940AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3939AA_AS",0,0,"11","11"
2015,405,"ESC_JA3937AA_AS",0,0,"Other","405"
2016,11,"ESC_JA3936AA_AS",0,0,"11","11"
2016,6955,"ESC_JA3935AA_AS",0,1,"Other","Other"
2015,11,"ESC_JA3934AA_AS",0,0,"11","11"
2015,11,"ESC_JA3933AA_AS",0,0,"11","11"
2016,11,"ESC_JA3932AA_AS",0,0,"11","11"
2015,11,"ESC_JA3931AA_AS",1,0,"11","11"
2016,504,"ESC_JA3930AA_AS",0,0,"Other","504"
2009,11,"ESC_JA3929AA_AS",0,0,"11","11"
2016,11,"ESC_JA3928AA_AS",0,0,"11","11"
2009,11,"ESC_JA3927AA_AS",0,0,"11","11"
2015,396,"ESC_JA3926AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3925AA_AS",0,0,"11","11"
2016,4060,"ESC_JA3924AA_AS",0,0,"Other","Other"
2016,442,"ESC_JA3923AA_AS",0,0,"442","442"
2015,1154,"ESC_JA3922AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3921AA_AS",0,0,"11","11"
2016,11,"ESC_JA3920AA_AS",0,0,"11","11"
2016,11,"ESC_JA3919AA_AS",0,0,"11","11"
2016,25,"ESC_JA3918AA_AS",0,0,"25","25"
2013,11,"ESC_JA3917AA_AS",0,0,"11","11"
2016,11,"ESC_JA3916AA_AS",0,0,"11","11"
2016,200,"ESC_JA3915AA_AS",0,0,"200","200"
2016,39,"ESC_JA3914AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3913AA_AS",0,0,"11","11"
2009,11,"ESC_JA3912AA_AS",0,0,"11","11"
2016,11,"ESC_JA3911AA_AS",0,0,"11","11"
2016,156,"ESC_JA3910AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3909AA_AS",0,0,"11","11"
2015,10,"ESC_JA3908AA_AS",0,0,"10","10"
2016,21,"ESC_JA3907AA_AS",0,0,"21","21"
2016,11,"ESC_JA3906AA_AS",0,0,"11","11"
2015,10,"ESC_JA3905AA_AS",0,0,"10","10"
2016,21,"ESC_JA3903AA_AS",0,0,"21","21"
2016,80,"ESC_JA3902AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3901AA_AS",0,0,"11","11"
2016,227,"ESC_JA3900AA_AS",1,0,"Other","Other"
2016,40,"ESC_JA3899AA_AS",0,0,"40","40"
2016,11,"ESC_JA3898AA_AS",0,0,"11","11"
2015,38,"ESC_JA3897AA_AS",1,0,"Other","38"
2015,11,"ESC_JA3896AA_AS",0,0,"11","11"
2014,11,"ESC_JA3895AA_AS",0,0,"11","11"
2016,404,"ESC_JA3894AA_AS",0,0,"Other","404"
2016,11,"ESC_JA3893AA_AS",0,0,"11","11"
2015,40,"ESC_JA3892AA_AS",0,0,"40","40"
2016,11,"ESC_JA3891AA_AS",0,0,"11","11"
2015,11,"ESC_JA3890AA_AS",0,0,"11","11"
2009,11,"ESC_JA3889AA_AS",0,0,"11","11"
2016,200,"ESC_JA3888AA_AS",0,0,"200","200"
2016,11,"ESC_JA3887AA_AS",0,0,"11","11"
2015,11,"ESC_JA3886AA_AS",0,0,"11","11"
2016,6939,"ESC_JA3885AA_AS",0,0,"Other","Other"
2015,386,"ESC_JA3884AA_AS",1,0,"Other","386"
2015,10,"ESC_JA3883AA_AS",0,0,"10","10"
2016,33,"ESC_JA3882AA_AS",0,0,"33","33"
2015,10,"ESC_JA3881AA_AS",0,0,"10","10"
2016,11,"ESC_JA3880AA_AS",0,0,"11","11"
2016,17,"ESC_JA3879AA_AS",0,0,"17","17"
2016,11,"ESC_JA3878AA_AS",0,0,"11","11"
2016,40,"ESC_JA3877AA_AS",0,0,"40","40"
2016,11,"ESC_JA3876AA_AS",0,0,"11","11"
2016,4748,"ESC_JA3875AA_AS",0,0,"Other","4748"
2016,11,"ESC_JA3874AA_AS",0,0,"11","11"
2016,11,"ESC_JA3872AA_AS",0,0,"11","11"
2016,11,"ESC_JA3871AA_AS",0,0,"11","11"
2016,11,"ESC_JA3870AA_AS",1,0,"11","11"
2016,200,"ESC_JA3869AA_AS",1,0,"200","200"
2016,11,"ESC_JA3868AA_AS",0,0,"11","11"
2016,11,"ESC_JA3867AA_AS",0,0,"11","11"
2016,11,"ESC_JA3866AA_AS",0,0,"11","11"
2016,11,"ESC_JA3865AA_AS",1,0,"11","11"
2016,11,"ESC_JA3864AA_AS",0,0,"11","11"
2016,11,"ESC_JA3863AA_AS",0,0,"11","11"
2015,11,"ESC_JA3862AA_AS",0,0,"11","11"
2011,10,"ESC_JA3861AA_AS",0,0,"10","10"
2015,1804,"ESC_JA3860AA_AS",0,0,"Other","1804"
2016,11,"ESC_JA3859AA_AS",0,0,"11","11"
2016,11,"ESC_JA3858AA_AS",0,0,"11","11"
2016,73,"ESC_JA3857AA_AS",0,0,"73","73"
2016,17,"ESC_JA3856AA_AS",0,0,"17","17"
2016,11,"ESC_JA3855AA_AS",0,0,"11","11"
2016,4058,"ESC_UA5577AA_AS",0,0,"Other","Other"
2015,95,"ESC_JA3853AA_AS",1,0,"95","95"
2016,25,"ESC_JA3852AA_AS",0,0,"25","25"
2016,11,"ESC_JA3851AA_AS",0,0,"11","11"
2016,11,"ESC_JA3850AA_AS",0,0,"11","11"
2016,11,"ESC_JA3849AA_AS",0,0,"11","11"
2016,11,"ESC_JA3848AA_AS",1,1,"11","11"
2016,11,"ESC_JA3847AA_AS",0,0,"11","11"
2016,88,"ESC_JA3846AA_AS",1,0,"Other","88"
2016,59,"ESC_JA3845AA_AS",0,0,"Other","59"
2016,11,"ESC_JA3844AA_AS",0,0,"11","11"
2016,11,"ESC_JA3843AA_AS",0,0,"11","11"
2016,517,"ESC_JA3842AA_AS",0,0,"Other","517"
2016,6,"ESC_JA3841AA_AS",0,0,"Other","6"
2016,11,"ESC_JA3840AA_AS",0,0,"11","11"
2013,354,"ESC_JA3839AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3838AA_AS",1,0,"11","11"
2015,11,"ESC_JA3837AA_AS",0,0,"11","11"
2016,11,"ESC_JA3836AA_AS",0,0,"11","11"
2016,11,"ESC_JA3835AA_AS",0,0,"11","11"
2016,11,"ESC_JA3834AA_AS",0,0,"11","11"
2015,11,"ESC_JA3833AA_AS",0,0,"11","11"
2016,442,"ESC_JA3832AA_AS",0,0,"442","442"
2016,11,"ESC_JA3831AA_AS",0,0,"11","11"
2015,11,"ESC_JA3830AA_AS",0,0,"11","11"
2015,11,"ESC_JA3829AA_AS",0,0,"11","11"
2016,11,"ESC_JA3828AA_AS",0,0,"11","11"
2015,11,"ESC_JA3826AA_AS",0,0,"11","11"
2015,11,"ESC_JA3825AA_AS",0,0,"11","11"
2016,11,"ESC_JA3824AA_AS",0,0,"11","11"
2016,11,"ESC_JA3823AA_AS",0,0,"11","11"
2016,12,"ESC_JA3822AA_AS",0,0,"Other","12"
2016,11,"ESC_JA3821AA_AS",0,0,"11","11"
2016,11,"ESC_JA3820AA_AS",0,0,"11","11"
2016,29,"ESC_JA3819AA_AS",0,0,"29","29"
2016,32,"ESC_JA3818AA_AS",0,0,"32","32"
2015,1804,"ESC_JA3817AA_AS",0,0,"Other","1804"
2016,11,"ESC_JA3816AA_AS",0,0,"11","11"
2015,11,"ESC_JA3815AA_AS",1,0,"11","11"
2014,99,"ESC_JA3814AA_AS",0,0,"Other","99"
2016,11,"ESC_JA3812AA_AS",0,0,"11","11"
2016,11,"ESC_JA3811AA_AS",0,0,"11","11"
2015,21,"ESC_JA3810AA_AS",0,0,"21","21"
2016,11,"ESC_JA3808AA_AS",0,0,"11","11"
2016,11,"ESC_JA3807AA_AS",0,0,"11","11"
2015,11,"ESC_JA3806AA_AS",0,0,"11","11"
2016,7030,"ESC_JA3805AA_AS",1,0,"Other","Other"
2016,189,"ESC_JA3804AA_AS",0,0,"Other","Other"
2015,11,"ESC_JA3803AA_AS",0,0,"11","11"
2016,442,"ESC_JA3802AA_AS",0,0,"442","442"
2016,442,"ESC_JA3801AA_AS",0,0,"442","442"
2015,21,"ESC_JA3800AA_AS",1,0,"21","21"
2016,11,"ESC_JA3799AA_AS",0,0,"11","11"
2016,11,"ESC_JA3797AA_AS",0,0,"11","11"
2016,335,"ESC_JA3796AA_AS",0,0,"Other","335"
2016,4305,"ESC_JA3795AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3794AA_AS",0,0,"11","11"
2016,11,"ESC_JA3793AA_AS",0,0,"11","11"
2015,11,"ESC_JA3792AA_AS",0,0,"11","11"
2016,11,"ESC_JA3791AA_AS",0,0,"11","11"
2016,7031,"ESC_JA3790AA_AS",0,0,"Other","Other"
2007,6956,"ESC_JA3789AA_AS",0,0,"Other","Other"
2016,447,"ESC_JA3788AA_AS",0,0,"Other","Other"
2015,590,"ESC_JA3787AA_AS",0,0,"Other","Other"
2016,1833,"ESC_JA3786AA_AS",0,0,"Other","Other"
2016,1721,"ESC_JA3785AA_AS",0,0,"Other","Other"
2015,540,"ESC_JA3784AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3783AA_AS",0,0,"11","11"
2016,11,"ESC_JA3781AA_AS",0,0,"11","11"
2016,13,"ESC_JA3780AA_AS",0,0,"Other","13"
2015,11,"ESC_JA3779AA_AS",0,0,"11","11"
2016,11,"ESC_JA3778AA_AS",0,0,"11","11"
2016,11,"ESC_JA3777AA_AS",0,0,"11","11"
2016,11,"ESC_JA3776AA_AS",0,0,"11","11"
2016,17,"ESC_JA3775AA_AS",0,0,"17","17"
2016,95,"ESC_JA3774AA_AS",0,0,"95","95"
2016,40,"ESC_JA3773AA_AS",1,0,"40","40"
2015,1312,"ESC_JA3772AA_AS",1,0,"Other","Other"
2016,73,"ESC_JA3771AA_AS",0,0,"73","73"
2015,11,"ESC_JA3770AA_AS",1,0,"11","11"
2016,33,"ESC_JA3769AA_AS",0,0,"33","33"
2016,11,"ESC_JA3768AA_AS",0,0,"11","11"
2015,675,"ESC_JA3767AA_AS",0,0,"675","675"
2016,11,"ESC_JA3766AA_AS",0,0,"11","11"
2016,11,"ESC_JA3765AA_AS",0,0,"11","11"
2016,11,"ESC_JA3764AA_AS",0,0,"11","11"
2015,11,"ESC_JA3763AA_AS",0,0,"11","11"
2016,11,"ESC_JA3762AA_AS",0,0,"11","11"
2016,32,"ESC_JA3761AA_AS",0,0,"32","32"
2016,381,"ESC_JA3760AA_AS",0,1,"Other","381"
2016,11,"ESC_JA3759AA_AS",0,0,"11","11"
2016,11,"ESC_JA3758AA_AS",0,0,"11","11"
2016,442,"ESC_JA3757AA_AS",0,0,"442","442"
2015,7032,"ESC_JA3756AA_AS",0,0,"Other","Other"
2016,6922,"ESC_JA3755AA_AS",0,0,"Other","Other"
2016,11,"ESC_JA3754AA_AS",0,0,"11","11"
2016,11,"ESC_JA3753AA_AS",0,0,"11","11"
2016,11,"ESC_JA3752AA_AS",0,0,"11","11"
2015,11,"ESC_JA3751AA_AS",0,0,"11","11"
2016,642,"ESC_JA3750AA_AS",0,1,"Other","Other"
2016,11,"ESC_JA3748AA_AS",0,0,"11","11"
2015,2531,"ESC_JA3747AA_AS",0,0,"Other","Other"
2015,11,"ESC_JA3746AA_AS",0,0,"11","11"
2015,12,"ESC_JA3745AA_AS",1,0,"Other","12"
2016,11,"ESC_JA3744AA_AS",0,0,"11","11"
2016,11,"ESC_JA3743AA_AS",0,0,"11","11"
2015,381,"ESC_JA3741AA_AS",0,0,"Other","381"
2016,11,"ESC_JA3740AA_AS",0,0,"11","11"
2014,11,"ESC_JA3739AA_AS",0,0,"11","11"
2016,11,"ESC_JA3737AA_AS",0,0,"11","11"
2016,10,"ESC_JA3736AA_AS",0,0,"10","10"
2010,152,"ESC_EB9297AA_AS",0,0,"152","152"
2016,152,"ESC_EB3529AA_AS",0,0,"152","152"
2016,245,"ESC_EB9298AA_AS",1,0,"245","245"
2012,1504,"ESC_EB3530AA_AS",0,0,"Other","Other"
2016,152,"ESC_EB9299AA_AS",0,0,"152","152"
2015,245,"ESC_EB9300AA_AS",1,0,"245","245"
2016,245,"ESC_EB9301AA_AS",1,0,"245","245"
2016,152,"ESC_EB9302AA_AS",0,0,"152","152"
2016,245,"ESC_EB9303AA_AS",0,0,"245","245"
2016,245,"ESC_EB9304AA_AS",1,0,"245","245"
2015,148,"ESC_EB9305AA_AS",0,0,"Other","148"
2016,243,"ESC_EB9306AA_AS",1,0,"Other","243"
2016,152,"ESC_EB3531AA_AS",1,0,"152","152"
2016,152,"ESC_EB9307AA_AS",0,0,"152","152"
2016,243,"ESC_EB9308AA_AS",1,0,"Other","243"
2016,145,"ESC_EB9309AA_AS",0,0,"145","145"
2016,152,"ESC_EB9310AA_AS",0,0,"152","152"
2016,245,"ESC_EB9311AA_AS",0,0,"245","245"
2016,152,"ESC_EB9312AA_AS",0,0,"152","152"
2016,245,"ESC_EB9313AA_AS",0,0,"245","245"
2016,245,"ESC_EB9314AA_AS",1,0,"245","245"
2016,152,"ESC_EB3532AA_AS",0,0,"152","152"
2016,245,"ESC_EB9315AA_AS",0,0,"245","245"
2016,152,"ESC_EB9316AA_AS",0,0,"152","152"
2015,152,"ESC_EB9317AA_AS",0,0,"152","152"
2015,245,"ESC_EB9318AA_AS",1,0,"245","245"
2016,245,"ESC_EB9319AA_AS",1,0,"245","245"
2016,152,"ESC_EB3533AA_AS",0,1,"152","152"
2015,145,"ESC_EB9320AA_AS",0,1,"145","145"
2010,152,"ESC_EB9321AA_AS",0,0,"152","152"
2016,152,"ESC_EB3534AA_AS",0,0,"152","152"
2016,245,"ESC_EB9322AA_AS",0,0,"245","245"
2015,152,"ESC_EB9323AA_AS",0,0,"152","152"
2016,152,"ESC_EB9324AA_AS",0,0,"152","152"
2016,152,"ESC_EB3535AA_AS",0,1,"152","152"
2016,245,"ESC_EB9325AA_AS",1,0,"245","245"
2016,245,"ESC_EB9326AA_AS",0,0,"245","245"
2016,152,"ESC_EB9327AA_AS",0,0,"152","152"
2014,1753,"ESC_EB9328AA_AS",1,0,"Other","Other"
2016,245,"ESC_EB9329AA_AS",0,0,"245","245"
2016,245,"ESC_EB9330AA_AS",0,0,"245","245"
2016,152,"ESC_EB9331AA_AS",0,0,"152","152"
2016,152,"ESC_EB9332AA_AS",0,0,"152","152"
2016,245,"ESC_EB9333AA_AS",0,0,"245","245"
2016,245,"ESC_EB9334AA_AS",0,0,"245","245"
2010,152,"ESC_EB9335AA_AS",0,0,"152","152"
2016,6035,"ESC_EB3536AA_AS",0,0,"Other","Other"
2015,245,"ESC_EB9336AA_AS",1,0,"245","245"
2016,245,"ESC_EB9337AA_AS",0,0,"245","245"
2016,245,"ESC_EB9338AA_AS",0,0,"245","245"
2016,152,"ESC_EB3537AA_AS",1,0,"152","152"
2016,152,"ESC_EB3538AA_AS",0,1,"152","152"
2016,245,"ESC_EB9339AA_AS",1,0,"245","245"
2016,1024,"ESC_EB9340AA_AS",1,0,"Other","Other"
2016,152,"ESC_EB9341AA_AS",0,0,"152","152"
2016,245,"ESC_EB9342AA_AS",0,0,"245","245"
2015,245,"ESC_EB9343AA_AS",0,0,"245","245"
2016,245,"ESC_EB9344AA_AS",0,0,"245","245"
2016,245,"ESC_EB9345AA_AS",1,0,"245","245"
2016,152,"ESC_EB3539AA_AS",0,0,"152","152"
2016,152,"ESC_EB9346AA_AS",0,0,"152","152"
2016,1503,"ESC_EB3540AA_AS",0,1,"Other","1503"
2016,145,"ESC_EB9347AA_AS",0,0,"145","145"
2016,245,"ESC_EB9348AA_AS",0,0,"245","245"
2016,152,"ESC_EB3541AA_AS",0,0,"152","152"
2015,145,"ESC_EB9349AA_AS",0,0,"145","145"
2016,152,"ESC_EB9350AA_AS",1,0,"152","152"
2016,152,"ESC_EB9351AA_AS",0,0,"152","152"
2015,145,"ESC_EB9352AA_AS",0,0,"145","145"
2016,243,"ESC_EB9353AA_AS",0,0,"Other","243"
2013,152,"ESC_EB3542AA_AS",0,0,"152","152"
2015,245,"ESC_EB9354AA_AS",0,0,"245","245"
2015,6369,"ESC_EB9355AA_AS",0,1,"Other","Other"
2016,245,"ESC_EB9356AA_AS",1,0,"245","245"
2016,5517,"ESC_EB9357AA_AS",0,0,"Other","5517"
2015,245,"ESC_EB9358AA_AS",1,0,"245","245"
2016,245,"ESC_EB9359AA_AS",0,0,"245","245"
2016,245,"ESC_EB9360AA_AS",1,0,"245","245"
2016,152,"ESC_EB3543AA_AS",0,0,"152","152"
