"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","AT","Austria",544.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","BE","Belgium",301.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","BG","Bulgaria",50.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","CY","Cyprus",31.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","CZ","Czechia",498.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","DE","Germany",248.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","DK","Denmark",157.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","EE","Estonia",13.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","EL","Greece",181.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","ES","Spain",941.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","FI","Finland",154.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","FR","France",916.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","HR","Croatia",120.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","HU","Hungary",285.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","IE","Ireland",340.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","IS","Iceland",14.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","IT","Italy",229.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","LT","Lithuania",21.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","LU","Luxembourg",33.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","LV","Latvia",6.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","MT","Malta",30.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","NL","Netherlands",318.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","NO","Norway",72.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","PL","Poland",42.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","PT","Portugal",357.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","RO","Romania",16.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","SE","Sweden",258.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","SI","Slovenia",109.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2006","UK","United Kingdom",429.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","AT","Austria",650.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","BE","Belgium",267.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","BG","Bulgaria",44.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","CY","Cyprus",43.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","CZ","Czechia",581.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","DE","Germany",289.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","DK","Denmark",262.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","EE","Estonia",14.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","EL","Greece",235.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","ES","Spain",1114.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","FI","Finland",150.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","FR","France",1181.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","HR","Croatia",113.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","HU","Hungary",307.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","IE","Ireland",371.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","IS","Iceland",15.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","IT","Italy",308.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","LT","Lithuania",22.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","LU","Luxembourg",59.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","LV","Latvia",13.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","MT","Malta",41.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","NL","Netherlands",343.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","NO","Norway",117.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","PL","Poland",33.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","PT","Portugal",414.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","RO","Romania",16.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","SE","Sweden",384.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","SI","Slovenia",146.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2007","UK","United Kingdom",383.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","AT","Austria",682.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","BE","Belgium",223.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","BG","Bulgaria",46.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","CY","Cyprus",54.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","CZ","Czechia",712.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","DE","Germany",377.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","DK","Denmark",307.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","EE","Estonia",17.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","EL","Greece",324.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","ES","Spain",1174.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","FI","Finland",184.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","FR","France",1175.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","HR","Croatia",137.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","HU","Hungary",273.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","IE","Ireland",420.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","IS","Iceland",7.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","IT","Italy",341.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","LT","Lithuania",42.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","LU","Luxembourg",67.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","LV","Latvia",13.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","MT","Malta",43.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","NL","Netherlands",322.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","NO","Norway",132.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","PL","Poland",17.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","PT","Portugal",451.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","RO","Romania",14.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","SE","Sweden",368.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","SI","Slovenia",148.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","SK","Slovakia",0.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2008","UK","United Kingdom",358.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","AT","Austria",536.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","BE","Belgium",300.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","BG","Bulgaria",54.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","CY","Cyprus",59.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","CZ","Czechia",639.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","DE","Germany",652.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","DK","Denmark",449.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","EE","Estonia",25.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","EL","Greece",423.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","ES","Spain",1200.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","FI","Finland",204.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","FR","France",1550.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","HU","Hungary",319.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","IE","Ireland",435.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","IS","Iceland",7.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","IT","Italy",312.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","LT","Lithuania",43.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","LU","Luxembourg",77.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","LV","Latvia",20.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","MT","Malta",48.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","NL","Netherlands",262.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","NO","Norway",159.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","PL","Poland",131.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","PT","Portugal",547.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","RO","Romania",10.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","SE","Sweden",1.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","SI","Slovenia",163.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2009","UK","United Kingdom",745.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","AT","Austria",611.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","BE","Belgium",384.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","BG","Bulgaria",50.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","CY","Cyprus",59.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","CZ","Czechia",564.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","DE","Germany",747.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","DK","Denmark",435.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","EE","Estonia",22.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","EL","Greece",370.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","ES","Spain",1866.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","FI","Finland",235.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","FR","France",1580.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","HR","Croatia",149.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","HU","Hungary",500.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","IE","Ireland",484.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","IS","Iceland",10.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","IT","Italy",955.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","LT","Lithuania",45.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","LU","Luxembourg",93.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","LV","Latvia",14.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","MT","Malta",66.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","NL","Netherlands",675.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","NO","Norway",198.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","PL","Poland",178.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","PT","Portugal",524.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","RO","Romania",8.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","SE","Sweden",420.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","SI","Slovenia",184.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2010","UK","United Kingdom",833.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","AT","Austria",704.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","BE","Belgium",764.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","BG","Bulgaria",54.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","CY","Cyprus",65.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","CZ","Czechia",630.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","DE","Germany",863.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","DK","Denmark",504.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","EE","Estonia",31.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","EL","Greece",381.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","ES","Spain",1930.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","FI","Finland",331.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","FR","France",1558.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","HR","Croatia",193.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","HU","Hungary",378.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","IE","Ireland",494.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","IS","Iceland",17.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","IT","Italy",770.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","LT","Lithuania",49.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","LU","Luxembourg",85.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","LV","Latvia",22.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","MT","Malta",70.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","NL","Netherlands",784.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","NO","Norway",225.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","PL","Poland",312.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","PT","Portugal",522.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","RO","Romania",14.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","SE","Sweden",513.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","SI","Slovenia",207.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","SK","Slovakia",309.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2011","UK","United Kingdom",976.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","AT","Austria",742.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","BE","Belgium",779.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","BG","Bulgaria",76.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","CY","Cyprus",74.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","CZ","Czechia",589.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","DE","Germany",884.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","DK","Denmark",554.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","EE","Estonia",43.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","EL","Greece",399.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","ES","Spain",1914.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","FI","Finland",371.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","FR","France",1690.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","HR","Croatia",152.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","HU","Hungary",403.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","IE","Ireland",578.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","IS","Iceland",13.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","IT","Italy",1228.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","LT","Lithuania",67.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","LU","Luxembourg",80.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","LV","Latvia",22.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","MT","Malta",63.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","NL","Netherlands",925.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","NO","Norway",321.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","PL","Poland",303.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","PT","Portugal",654.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","RO","Romania",54.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","SE","Sweden",614.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","SI","Slovenia",250.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","SK","Slovakia",287.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2012","UK","United Kingdom",1034.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","AT","Austria",940.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","BE","Belgium",944.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","BG","Bulgaria",70.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","CY","Cyprus",84.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","CZ","Czechia",613.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","DE","Germany",1169.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","DK","Denmark",493.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","EE","Estonia",40.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","EL","Greece",383.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","ES","Spain",2068.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","FI","Finland",479.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","FR","France",1685.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","HR","Croatia",207.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","HU","Hungary",434.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","IE","Ireland",599.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","IS","Iceland",17.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","IT","Italy",1658.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","LT","Lithuania",69.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","LU","Luxembourg",82.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","LV","Latvia",25.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","MT","Malta",72.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","NL","Netherlands",984.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","NO","Norway",324.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","PL","Poland",283.000000000,""
"Antimicrobial resistance","Escherichia coli|Fluoroquinolones","R - resistant isolates","N","2013","PT","Portugal",849.000000000,""
